gemeente,plaats,lat,lng
Bergen (L),Bergen LB,51.60306992,6.0494255
Bergen (L),Siebengewald,51.60306992,6.0494255
Bergen (L),Well LB,51.60306992,6.0494255
Bergen (L),Wellerlooi,51.60306992,6.0494255
Bergen NH,Bergen aan Zee,52.6442142,4.72537622
Bergen NH,Bergen NH,52.6442142,4.72537622
Bergen NH,Egmond aan den Hoef,52.6442142,4.72537622
Bergen NH,Egmond aan Zee,52.6442142,4.72537622
Bergen NH,Egmond-Binnen,52.6442142,4.72537622
Bergen NH,Groet,52.6442142,4.72537622
Bergen NH,Schoorl,52.6442142,4.72537622
Bergen op Zoom,Bergen Op Zoom,51.49157182,4.29261409
Bergen op Zoom,Halsteren,51.49157182,4.29261409
Bergen op Zoom,Lepelstraat,51.49157182,4.29261409
Berkelland,Beltrum,52.11646078,6.52683267
Berkelland,Borculo,52.11646078,6.52683267
Berkelland,Eibergen,52.11646078,6.52683267
Berkelland,Geesteren GLD,52.11646078,6.52683267
Berkelland,Gelselaar,52.11646078,6.52683267
Berkelland,Haarlo,52.11646078,6.52683267
Berkelland,Neede,52.11646078,6.52683267
Berkelland,Rekken,52.11646078,6.52683267
Berkelland,Rietmolen,52.11646078,6.52683267
Berkelland,Ruurlo,52.11646078,6.52683267
Bernheze,Heesch,51.7346165,5.52719554
Bernheze,Heeswijk-Dinther,51.7346165,5.52719554
Bernheze,Loosbroek,51.7346165,5.52719554
Bernheze,Nistelrode,51.7346165,5.52719554
Bernheze,Vinkel,51.7346165,5.52719554
Bernheze,Vorstenbosch,51.7346165,5.52719554
Best,Best,51.51150254,5.39633722
Beuningen,Beuningen GLD,51.86360376,5.78034656
Beuningen,Ewijk,51.86360376,5.78034656
Beuningen,Weurt,51.86360376,5.78034656
Beuningen,Winssen,51.86360376,5.78034656
Beverwijk,Beverwijk,52.47826408,4.65475072
Beverwijk,Wijk aan Zee,52.47826408,4.65475072
Bladel,Bladel,51.36654879,5.21482905
Bladel,Casteren,51.36654879,5.21482905
Bladel,Hapert,51.36654879,5.21482905
Bladel,Hoogeloon,51.36654879,5.21482905
Bladel,Netersel,51.36654879,5.21482905
Blaricum,Blaricum,52.27105385,5.24995677
Bloemendaal,Aerdenhout,52.39662057,4.61258065
Bloemendaal,Bennebroek,52.39662057,4.61258065
Bloemendaal,Bloemendaal,52.39662057,4.61258065
Bloemendaal,Overveen,52.39662057,4.61258065
Bloemendaal,Vogelenzang,52.39662057,4.61258065
Bodegraven-Reeuwijk,Bodegraven,52.08623678,4.7480805
Bodegraven-Reeuwijk,Driebruggen,52.08623678,4.7480805
Bodegraven-Reeuwijk,Nieuwerbrug aan den Rijn,52.08623678,4.7480805
Bodegraven-Reeuwijk,Reeuwijk,52.08623678,4.7480805
Bodegraven-Reeuwijk,Waarder,52.08623678,4.7480805
Boekel,Boekel,51.60328535,5.67319334
Boekel,Venhorst,51.60328535,5.67319334
Borger-Odoorn,1e Exloermond,52.8828537,6.86387205
Borger-Odoorn,2e Exloermond,52.8828537,6.86387205
Borger-Odoorn,2e Valthermond,52.8828537,6.86387205
Borger-Odoorn,Borger,52.8828537,6.86387205
Borger-Odoorn,Bronneger,52.8828537,6.86387205
Borger-Odoorn,Bronnegerveen,52.8828537,6.86387205
Borger-Odoorn,Buinen,52.8828537,6.86387205
Borger-Odoorn,Buinerveen,52.8828537,6.86387205
Borger-Odoorn,Drouwen,52.8828537,6.86387205
Borger-Odoorn,Drouwenermond,52.8828537,6.86387205
Borger-Odoorn,Drouwenerveen,52.8828537,6.86387205
Borger-Odoorn,Ees,52.8828537,6.86387205
Borger-Odoorn,Eesergroen,52.8828537,6.86387205
Borger-Odoorn,Eeserveen,52.8828537,6.86387205
Borger-Odoorn,Ellertshaar,52.8828537,6.86387205
Borger-Odoorn,Exloerveen,52.8828537,6.86387205
Borger-Odoorn,Exloo,52.8828537,6.86387205
Borger-Odoorn,Klijndijk,52.8828537,6.86387205
Borger-Odoorn,Nieuw-Buinen,52.8828537,6.86387205
Borger-Odoorn,Odoorn,52.8828537,6.86387205
Borger-Odoorn,Odoornerveen,52.8828537,6.86387205
Borger-Odoorn,Valthe,52.8828537,6.86387205
Borger-Odoorn,Valthermond,52.8828537,6.86387205
Borger-Odoorn,Westdorp,52.8828537,6.86387205
Borger-Odoorn,Zandberg,52.8828537,6.86387205
Borne,Borne,52.29997098,6.75726881
Borne,Hertme,52.29997098,6.75726881
Borne,Zenderen,52.29997098,6.75726881
Borsele,'s-Gravenpolder,51.47216635,3.8211727
Borsele,'s-Heer Abtskerke,51.47216635,3.8211727
Borsele,'s-Heerenhoek,51.47216635,3.8211727
Borsele,Baarland,51.47216635,3.8211727
Borsele,Borssele,51.47216635,3.8211727
Borsele,Driewegen,51.47216635,3.8211727
Borsele,Ellewoutsdijk,51.47216635,3.8211727
Borsele,Heinkenszand,51.47216635,3.8211727
Borsele,Hoedekenskerke,51.47216635,3.8211727
Borsele,Kwadendamme,51.47216635,3.8211727
Borsele,Lewedorp,51.47216635,3.8211727
Borsele,Nieuwdorp,51.47216635,3.8211727
Borsele,Nisse,51.47216635,3.8211727
Borsele,Oudelande,51.47216635,3.8211727
Borsele,Ovezande,51.47216635,3.8211727
Boxtel,Boxtel,51.588203,5.3278092
Boxtel,Esch,51.588203,5.3278092
Boxtel,Liempde,51.588203,5.3278092
Breda,Bavel,51.58741957,4.78310951
Breda,Breda,51.58741957,4.78310951
Breda,Prinsenbeek,51.58741957,4.78310951
Breda,Teteringen,51.58741957,4.78310951
Breda,Ulvenhout,51.58741957,4.78310951
Bronckhorst,Baak,52.04521995,6.30364694
Bronckhorst,Bronkhorst,52.04521995,6.30364694
Bronckhorst,Drempt,52.04521995,6.30364694
Bronckhorst,Halle,52.04521995,6.30364694
Bronckhorst,Hengelo GLD,52.04521995,6.30364694
Bronckhorst,Hoog-Keppel,52.04521995,6.30364694
Bronckhorst,Hummelo,52.04521995,6.30364694
Bronckhorst,Keijenborg,52.04521995,6.30364694
Bronckhorst,Laag-Keppel,52.04521995,6.30364694
Bronckhorst,Olburgen,52.04521995,6.30364694
Bronckhorst,Rha,52.04521995,6.30364694
Bronckhorst,Steenderen,52.04521995,6.30364694
Bronckhorst,Toldijk,52.04521995,6.30364694
Bronckhorst,Vierakker,52.04521995,6.30364694
Bronckhorst,Vorden,52.04521995,6.30364694
Bronckhorst,Wichmond,52.04521995,6.30364694
Bronckhorst,Zelhem,52.04521995,6.30364694
Brummen,Brummen,52.08823324,6.14700284
Brummen,Eerbeek,52.08823324,6.14700284
Brummen,Empe,52.08823324,6.14700284
Brummen,Hall,52.08823324,6.14700284
Brummen,Leuvenheim,52.08823324,6.14700284
Brummen,Tonden,52.08823324,6.14700284
Brunssum,Brunssum,50.94389074,5.97083802
Bunnik,Bunnik,52.05524255,5.22607807
Bunnik,Odijk,52.05524255,5.22607807
Bunnik,Werkhoven,52.05524255,5.22607807
Bunschoten,Bunschoten-Spakenburg,52.24326158,5.37398264
Bunschoten,Eemdijk,52.24326158,5.37398264
Buren,Asch,51.95616133,5.42491062
Buren,Beusichem,51.95616133,5.42491062
Buren,Buren GLD,51.95616133,5.42491062
Buren,Buurmalsen,51.95616133,5.42491062
Buren,Eck en Wiel,51.95616133,5.42491062
Buren,Erichem,51.95616133,5.42491062
Buren,Ingen,51.95616133,5.42491062
Buren,Kapel-Avezaath,51.95616133,5.42491062
Buren,Kerk-Avezaath,51.95616133,5.42491062
Buren,Lienden,51.95616133,5.42491062
Buren,Maurik,51.95616133,5.42491062
Buren,Ommeren,51.95616133,5.42491062
Buren,Ravenswaaij,51.95616133,5.42491062
Buren,Rijswijk GLD,51.95616133,5.42491062
Buren,Zoelen,51.95616133,5.42491062
Buren,Zoelmond,51.95616133,5.42491062
Capelle aan den IJssel,Capelle aan den IJssel,51.93041483,4.58766195
Castricum,Akersloot,52.54959701,4.67222688
Castricum,Castricum,52.54959701,4.67222688
Castricum,De Woude,52.54959701,4.67222688
Castricum,Limmen,52.54959701,4.67222688
Coevorden,'T Haantje,52.66146557,6.74095467
Coevorden,Aalden,52.66146557,6.74095467
Coevorden,Benneveld,52.66146557,6.74095467
Coevorden,Coevorden,52.66146557,6.74095467
Coevorden,Dalen,52.66146557,6.74095467
Coevorden,Dalerpeel,52.66146557,6.74095467
Coevorden,Dalerveen,52.66146557,6.74095467
Coevorden,De Kiel,52.66146557,6.74095467
Coevorden,Diphoorn,52.66146557,6.74095467
Coevorden,Erm,52.66146557,6.74095467
Coevorden,Gees,52.66146557,6.74095467
Coevorden,Geesbrug,52.66146557,6.74095467
Coevorden,Holsloot,52.66146557,6.74095467
Coevorden,Meppen,52.66146557,6.74095467
Coevorden,Nieuwlande Coevorden,52.66146557,6.74095467
Coevorden,Noord-Sleen,52.66146557,6.74095467
Coevorden,Oosterhesselen,52.66146557,6.74095467
Coevorden,Schoonoord,52.66146557,6.74095467
Coevorden,Sleen,52.66146557,6.74095467
Coevorden,Stieltjeskanaal,52.66146557,6.74095467
Coevorden,Wachtum,52.66146557,6.74095467
Coevorden,Wezup,52.66146557,6.74095467
Coevorden,Wezuperbrug,52.66146557,6.74095467
Coevorden,Zweeloo,52.66146557,6.74095467
Coevorden,Zwinderen,52.66146557,6.74095467
Cranendonck,Budel,51.27412548,5.57548971
Cranendonck,Budel-Dorplein,51.27412548,5.57548971
Cranendonck,Budel-Schoot,51.27412548,5.57548971
Cranendonck,Gastel,51.27412548,5.57548971
Cranendonck,Maarheeze,51.27412548,5.57548971
Cranendonck,Soerendonk,51.27412548,5.57548971
Culemborg,Culemborg,51.95702129,5.22775636
Dalfsen,Dalfsen,52.50225443,6.25690537
Dalfsen,Lemelerveld,52.50225443,6.25690537
Dalfsen,Nieuwleusen,52.50225443,6.25690537
Dantumadiel,Broeksterwald,53.29102417,5.99504506
Dantumadiel,Damwald,53.29102417,5.99504506
Dantumadiel,De Falom,53.29102417,5.99504506
Dantumadiel,De Westereen,53.29102417,5.99504506
Dantumadiel,Driezum,53.29102417,5.99504506
Dantumadiel,Feanwalden,53.29102417,5.99504506
Dantumadiel,Readtsjerk,53.29102417,5.99504506
Dantumadiel,Rinsumageast,53.29102417,5.99504506
Dantumadiel,Sibrandahus,53.29102417,5.99504506
Dantumadiel,Walterswald,53.29102417,5.99504506
De Bilt,Bilthoven,52.12161543,5.19653932
De Bilt,De Bilt,52.12161543,5.19653932
De Bilt,Groenekan,52.12161543,5.19653932
De Bilt,Hollandsche Rading,52.12161543,5.19653932
De Bilt,Maartensdijk,52.12161543,5.19653932
De Bilt,Westbroek,52.12161543,5.19653932
De Fryske Marren,Akmarijp,52.97040442,5.79044898
De Fryske Marren,Bakhuizen,52.97040442,5.79044898
De Fryske Marren,Balk,52.97040442,5.79044898
De Fryske Marren,Bantega,52.97040442,5.79044898
De Fryske Marren,Boornzwaag,52.97040442,5.79044898
De Fryske Marren,Broek,52.97040442,5.79044898
De Fryske Marren,Delfstrahuizen,52.97040442,5.79044898
De Fryske Marren,Dijken,52.97040442,5.79044898
De Fryske Marren,Doniaga,52.97040442,5.79044898
De Fryske Marren,Echten FR,52.97040442,5.79044898
De Fryske Marren,Echtenerbrug,52.97040442,5.79044898
De Fryske Marren,Eesterga,52.97040442,5.79044898
De Fryske Marren,Elahuizen,52.97040442,5.79044898
De Fryske Marren,Follega,52.97040442,5.79044898
De Fryske Marren,Goingarijp,52.97040442,5.79044898
De Fryske Marren,Harich,52.97040442,5.79044898
De Fryske Marren,Haskerhorne,52.97040442,5.79044898
De Fryske Marren,Idskenhuizen,52.97040442,5.79044898
De Fryske Marren,Joure,52.97040442,5.79044898
De Fryske Marren,Kolderwolde,52.97040442,5.79044898
De Fryske Marren,Langweer,52.97040442,5.79044898
De Fryske Marren,Legemeer,52.97040442,5.79044898
De Fryske Marren,Lemmer,52.97040442,5.79044898
De Fryske Marren,Mirns,52.97040442,5.79044898
De Fryske Marren,Nijehaske,52.97040442,5.79044898
De Fryske Marren,Nijemirdum,52.97040442,5.79044898
De Fryske Marren,Oldeouwer,52.97040442,5.79044898
De Fryske Marren,Oosterzee,52.97040442,5.79044898
De Fryske Marren,Oudega de FRyske Marren,52.97040442,5.79044898
De Fryske Marren,Oudehaske,52.97040442,5.79044898
De Fryske Marren,Oudemirdum,52.97040442,5.79044898
De Fryske Marren,Ouwster-Nijega,52.97040442,5.79044898
De Fryske Marren,Ouwsterhaule,52.97040442,5.79044898
De Fryske Marren,Rijs,52.97040442,5.79044898
De Fryske Marren,Rohel,52.97040442,5.79044898
De Fryske Marren,Rotstergaast,52.97040442,5.79044898
De Fryske Marren,Rotsterhaule,52.97040442,5.79044898
De Fryske Marren,Rottum FR,52.97040442,5.79044898
De Fryske Marren,Ruigahuizen,52.97040442,5.79044898
De Fryske Marren,Scharsterbrug,52.97040442,5.79044898
De Fryske Marren,Sint Nicolaasga,52.97040442,5.79044898
De Fryske Marren,Sintjohannesga,52.97040442,5.79044898
De Fryske Marren,Sloten,52.97040442,5.79044898
De Fryske Marren,Snikzwaag,52.97040442,5.79044898
De Fryske Marren,Sondel,52.97040442,5.79044898
De Fryske Marren,Terherne,52.97040442,5.79044898
De Fryske Marren,Terkaple,52.97040442,5.79044898
De Fryske Marren,Teroele,52.97040442,5.79044898
De Fryske Marren,Tjerkgaast,52.97040442,5.79044898
De Fryske Marren,Vegelinsoord,52.97040442,5.79044898
De Fryske Marren,Wijckel,52.97040442,5.79044898
De Ronde Venen,Abcoude,52.20712054,4.86671631
De Ronde Venen,Amstelhoek,52.20712054,4.86671631
De Ronde Venen,Baambrugge,52.20712054,4.86671631
De Ronde Venen,De Hoef,52.20712054,4.86671631
De Ronde Venen,Mijdrecht,52.20712054,4.86671631
De Ronde Venen,Vinkeveen,52.20712054,4.86671631
De Ronde Venen,Waverveen,52.20712054,4.86671631
De Ronde Venen,Wilnis,52.20712054,4.86671631
De Wolden,Alteveer Gem de Wolden,52.67515133,6.43112004
De Wolden,Ansen,52.67515133,6.43112004
De Wolden,De Wijk,52.67515133,6.43112004
De Wolden,Drogteropslagen,52.67515133,6.43112004
De Wolden,Echten DR,52.67515133,6.43112004
De Wolden,Eursinge Gem de Wolden,52.67515133,6.43112004
De Wolden,Kerkenveld,52.67515133,6.43112004
De Wolden,Koekange,52.67515133,6.43112004
De Wolden,Linde,52.67515133,6.43112004
De Wolden,Ruinen,52.67515133,6.43112004
De Wolden,Ruinerwold,52.67515133,6.43112004
De Wolden,Veeningen,52.67515133,6.43112004
De Wolden,Zuidwolde DR,52.67515133,6.43112004
Delft,Delft,52.00709966,4.3560917
Den Haag,'s-Gravenhage,52.07759119,4.31663961
Den Helder,Den Helder,52.93723966,4.75324028
Den Helder,Huisduinen,52.93723966,4.75324028
Den Helder,Julianadorp,52.93723966,4.75324028
Deurne,Deurne,51.46365166,5.79473108
Deurne,Helenaveen,51.46365166,5.79473108
Deurne,Liessel,51.46365166,5.79473108
Deurne,Neerkant,51.46365166,5.79473108
Deurne,Vlierden,51.46365166,5.79473108
Deventer,Bathmen,52.25153884,6.15653123
Deventer,Colmschate,52.25153884,6.15653123
Deventer,Deventer,52.25153884,6.15653123
Deventer,Diepenveen,52.25153884,6.15653123
Deventer,Lettele,52.25153884,6.15653123
Deventer,Okkenbroek,52.25153884,6.15653123
Deventer,Schalkhaar,52.25153884,6.15653123
Diemen,Diemen,52.34163227,4.96474529
Dijk en Waard,Broek Op Langedijk,,
Dijk en Waard,Heerhugowaard,,
Dijk en Waard,Koedijk,,
Dijk en Waard,Noord-Scharwoude,,
Dijk en Waard,Oudkarspel,,
Dijk en Waard,Sint Pancras,,
Dijk en Waard,Zuid-Scharwoude,,
Dinkelland,Agelo,52.37409067,7.00516745
Dinkelland,Denekamp,52.37409067,7.00516745
Dinkelland,Deurningen,52.37409067,7.00516745
Dinkelland,Lattrop-Breklenkamp,52.37409067,7.00516745
Dinkelland,Nutter,52.37409067,7.00516745
Dinkelland,Ootmarsum,52.37409067,7.00516745
Dinkelland,Oud Ootmarsum,52.37409067,7.00516745
Dinkelland,Rossum OV,52.37409067,7.00516745
Dinkelland,Saasveld,52.37409067,7.00516745
Dinkelland,Tilligte,52.37409067,7.00516745
Dinkelland,Weerselo,52.37409067,7.00516745
Doesburg,Doesburg,52.01510701,6.13371709
Doetinchem,Doetinchem,51.96304418,6.29228771
Doetinchem,Gaanderen,51.96304418,6.29228771
Doetinchem,Wehl,51.96304418,6.29228771
Dongen,'S Gravenmoer,51.63022817,4.9366002
Dongen,Dongen,51.63022817,4.9366002
Dordrecht,Dordrecht,51.81194971,4.66148971
Drechterland,Hem,52.69516774,5.17844931
Drechterland,Hoogkarspel,52.69516774,5.17844931
Drechterland,Oosterblokker,52.69516774,5.17844931
Drechterland,Oosterleek,52.69516774,5.17844931
Drechterland,Schellinkhout,52.69516774,5.17844931
Drechterland,Venhuizen,52.69516774,5.17844931
Drechterland,Westwoud,52.69516774,5.17844931
Drechterland,Wijdenes,52.69516774,5.17844931
Drimmelen,Drimmelen,51.67651257,4.79533539
Drimmelen,Hooge Zwaluwe,51.67651257,4.79533539
Drimmelen,Lage Zwaluwe,51.67651257,4.79533539
Drimmelen,Made,51.67651257,4.79533539
Drimmelen,Terheijden,51.67651257,4.79533539
Drimmelen,Wagenberg,51.67651257,4.79533539
Drimmelen,Zevenbergschen Hoek,51.67651257,4.79533539
Dronten,Biddinghuizen,52.52373736,5.71650539
Dronten,Dronten,52.52373736,5.71650539
Dronten,Swifterbant,52.52373736,5.71650539
Druten,Afferden GLD,51.88865982,5.60454954
Druten,Deest,51.88865982,5.60454954
Druten,Druten,51.88865982,5.60454954
Druten,Horssen,51.88865982,5.60454954
Druten,Puiflijk,51.88865982,5.60454954
Duiven,Duiven,51.94865865,6.02474444
Duiven,Groessen,51.94865865,6.02474444
Duiven,Loo,51.94865865,6.02474444
Echt-Susteren,Echt,51.10270025,5.872318
Echt-Susteren,Koningsbosch,51.10270025,5.872318
Echt-Susteren,Maria Hoop,51.10270025,5.872318
Echt-Susteren,Nieuwstadt,51.10270025,5.872318
Echt-Susteren,Roosteren,51.10270025,5.872318
Echt-Susteren,Sint Joost,51.10270025,5.872318
Echt-Susteren,Susteren,51.10270025,5.872318
Edam-Volendam,Beets,52.5008465,5.05433445
Edam-Volendam,Edam,52.5008465,5.05433445
Edam-Volendam,Hobrede,52.5008465,5.05433445
Edam-Volendam,Kwadijk,52.5008465,5.05433445
Edam-Volendam,Middelie,52.5008465,5.05433445
Edam-Volendam,Oosthuizen,52.5008465,5.05433445
Edam-Volendam,Purmer,52.5008465,5.05433445
Edam-Volendam,Schardam,52.5008465,5.05433445
Edam-Volendam,Volendam,52.5008465,5.05433445
Edam-Volendam,Warder,52.5008465,5.05433445
Ede,Bennekom,52.04566037,5.67519801
Ede,De Klomp,52.04566037,5.67519801
Ede,Deelen,52.04566037,5.67519801
Ede,Ede,52.04566037,5.67519801
Ede,Ederveen,52.04566037,5.67519801
Ede,Harskamp,52.04566037,5.67519801
Ede,Hoenderloo,52.04566037,5.67519801
Ede,Lunteren,52.04566037,5.67519801
Ede,Otterlo,52.04566037,5.67519801
Ede,Wekerom,52.04566037,5.67519801
Eemnes,Eemnes,52.24714882,5.2520804
Eemsdelta,'t Zandt,53.32403405,6.86325988
Eemsdelta,Appingedam,53.32403405,6.86325988
Eemsdelta,Bierum,53.32403405,6.86325988
Eemsdelta,Borgsweer,53.32403405,6.86325988
Eemsdelta,Delfzijl,53.32403405,6.86325988
Eemsdelta,Eenum,53.32403405,6.86325988
Eemsdelta,Farmsum,53.32403405,6.86325988
Eemsdelta,Garrelsweer,53.32403405,6.86325988
Eemsdelta,Garsthuizen,53.32403405,6.86325988
Eemsdelta,Godlinze,53.32403405,6.86325988
Eemsdelta,Holwierde,53.32403405,6.86325988
Eemsdelta,Huizinge,53.32403405,6.86325988
Eemsdelta,Krewerd,53.32403405,6.86325988
Eemsdelta,Leermens,53.32403405,6.86325988
Eemsdelta,Loppersum,53.32403405,6.86325988
Eemsdelta,Losdorp,53.32403405,6.86325988
Eemsdelta,Meedhuizen,53.32403405,6.86325988
Eemsdelta,Middelstum,53.32403405,6.86325988
Eemsdelta,Oosterwijtwerd,53.32403405,6.86325988
Eemsdelta,Spijk GN,53.32403405,6.86325988
Eemsdelta,Startenhuizen,53.32403405,6.86325988
Eemsdelta,Stedum,53.32403405,6.86325988
Eemsdelta,Termunten,53.32403405,6.86325988
Eemsdelta,Termunterzijl,53.32403405,6.86325988
Eemsdelta,Toornwerd,53.32403405,6.86325988
Eemsdelta,Wagenborgen,53.32403405,6.86325988
Eemsdelta,Westeremden,53.32403405,6.86325988
Eemsdelta,Westerwijtwerd,53.32403405,6.86325988
Eemsdelta,Wirdum GN,53.32403405,6.86325988
Eemsdelta,Woldendorp,53.32403405,6.86325988
Eemsdelta,Zeerijp,53.32403405,6.86325988
Eemsdelta,Zijldijk,53.32403405,6.86325988
Eersel,Duizel,51.35699139,5.31157863
Eersel,Eersel,51.35699139,5.31157863
Eersel,Knegsel,51.35699139,5.31157863
Eersel,Steensel,51.35699139,5.31157863
Eersel,Vessem,51.35699139,5.31157863
Eersel,Wintelre,51.35699139,5.31157863
Eijsden-Margraten,Banholt,50.8207229,5.82256808
Eijsden-Margraten,Bemelen,50.8207229,5.82256808
Eijsden-Margraten,Cadier en Keer,50.8207229,5.82256808
Eijsden-Margraten,Eckelrade,50.8207229,5.82256808
Eijsden-Margraten,Eijsden,50.8207229,5.82256808
Eijsden-Margraten,Gronsveld,50.8207229,5.82256808
Eijsden-Margraten,Margraten,50.8207229,5.82256808
Eijsden-Margraten,Mheer,50.8207229,5.82256808
Eijsden-Margraten,Noorbeek,50.8207229,5.82256808
Eijsden-Margraten,Scheulder,50.8207229,5.82256808
Eijsden-Margraten,Sint Geertruid,50.8207229,5.82256808
Eindhoven,Eindhoven,51.43561044,5.48078214
Elburg,'T Harde,52.44188157,5.85540399
Elburg,Doornspijk,52.44188157,5.85540399
Elburg,Elburg,52.44188157,5.85540399
Emmen,Barger-Compascuum,52.78453706,6.89247873
Emmen,Emmen,52.78453706,6.89247873
Emmen,Emmer-Compascuum,52.78453706,6.89247873
Emmen,Erica,52.78453706,6.89247873
Emmen,Klazienaveen,52.78453706,6.89247873
Emmen,Klazienaveen-Noord,52.78453706,6.89247873
Emmen,Nieuw-Amsterdam,52.78453706,6.89247873
Emmen,Nieuw-Dordrecht,52.78453706,6.89247873
Emmen,Nieuw-Schoonebeek,52.78453706,6.89247873
Emmen,Nieuw-Weerdinge,52.78453706,6.89247873
Emmen,Roswinkel,52.78453706,6.89247873
Emmen,Schoonebeek,52.78453706,6.89247873
Emmen,Veenoord,52.78453706,6.89247873
Emmen,Weiteveen,52.78453706,6.89247873
Emmen,Zandpol,52.78453706,6.89247873
Emmen,Zwartemeer,52.78453706,6.89247873
Enkhuizen,Enkhuizen,52.70445852,5.29569835
Enschede,Enschede,52.22295793,6.89156916
Epe,Emst,52.3491043,5.98601464
Epe,Epe,52.3491043,5.98601464
Epe,Oene,52.3491043,5.98601464
Epe,Vaassen,52.3491043,5.98601464
Ermelo,Ermelo,52.30066589,5.61756802
Etten-Leur,Etten-Leur,51.56887094,4.63420163
Geertruidenberg,Geertruidenberg,51.69461811,4.87262905
Geertruidenberg,Raamsdonk,51.69461811,4.87262905
Geertruidenberg,Raamsdonksveer,51.69461811,4.87262905
Geldrop-Mierlo,Geldrop,51.42384026,5.56085503
Geldrop-Mierlo,Mierlo,51.42384026,5.56085503
Gemert-Bakel,Bakel,51.55394488,5.68300663
Gemert-Bakel,De Mortel,51.55394488,5.68300663
Gemert-Bakel,De Rips,51.55394488,5.68300663
Gemert-Bakel,Elsendorp,51.55394488,5.68300663
Gemert-Bakel,Gemert,51.55394488,5.68300663
Gemert-Bakel,Handel,51.55394488,5.68300663
Gemert-Bakel,Milheeze,51.55394488,5.68300663
Gennep,Gennep,51.70193678,5.96830123
Gennep,Heijen,51.70193678,5.96830123
Gennep,Milsbeek,51.70193678,5.96830123
Gennep,Ottersum,51.70193678,5.96830123
Gennep,Ven-Zelderheide,51.70193678,5.96830123
Gilze en Rijen,Gilze,51.59006025,4.91187523
Gilze en Rijen,Hulten,51.59006025,4.91187523
Gilze en Rijen,Molenschot,51.59006025,4.91187523
Gilze en Rijen,Rijen,51.59006025,4.91187523
Goeree-Overflakkee,Achthuizen,51.75512294,4.16100789
Goeree-Overflakkee,Den Bommel,51.75512294,4.16100789
Goeree-Overflakkee,Dirksland,51.75512294,4.16100789
Goeree-Overflakkee,Goedereede,51.75512294,4.16100789
Goeree-Overflakkee,Herkingen,51.75512294,4.16100789
Goeree-Overflakkee,Melissant,51.75512294,4.16100789
Goeree-Overflakkee,Middelharnis,51.75512294,4.16100789
Goeree-Overflakkee,Nieuwe-Tonge,51.75512294,4.16100789
Goeree-Overflakkee,Ooltgensplaat,51.75512294,4.16100789
Goeree-Overflakkee,Ouddorp,51.75512294,4.16100789
Goeree-Overflakkee,Oude-Tonge,51.75512294,4.16100789
Goeree-Overflakkee,Sommelsdijk,51.75512294,4.16100789
Goeree-Overflakkee,Stad aan 't Haringvliet,51.75512294,4.16100789
Goeree-Overflakkee,Stellendam,51.75512294,4.16100789
Goes,'s-Heer Arendskerke,51.49934164,3.8858298
Goes,'s-Heer Hendrikskinderen,51.49934164,3.8858298
Goes,Goes,51.49934164,3.8858298
Goes,Kattendijke,51.49934164,3.8858298
Goes,Kloetinge,51.49934164,3.8858298
Goes,Wilhelminadorp,51.49934164,3.8858298
Goes,Wolphaartsdijk,51.49934164,3.8858298
Goirle,Goirle,51.52180131,5.06959322
Goirle,Riel,51.52180131,5.06959322
Gooise Meren,Bussum,52.27779557,5.1639675
Gooise Meren,Muiden,52.27779557,5.1639675
Gooise Meren,Muiderberg,52.27779557,5.1639675
Gooise Meren,Naarden,52.27779557,5.1639675
Gorinchem,Dalem,51.83239334,4.96453147
Gorinchem,Gorinchem,51.83239334,4.96453147
Gouda,Gouda,52.01796927,4.70786096
Groningen,Garmerwolde,53.21856903,6.5671962
Groningen,Glimmen,53.21856903,6.5671962
Groningen,Groningen,53.21856903,6.5671962
Groningen,Haren GN,53.21856903,6.5671962
Groningen,Harkstede,53.21856903,6.5671962
Groningen,Lageland,53.21856903,6.5671962
Groningen,Lellens,53.21856903,6.5671962
Groningen,Meerstad,53.21856903,6.5671962
Groningen,Noordlaren,53.21856903,6.5671962
Groningen,Onnen,53.21856903,6.5671962
Groningen,Sint Annen,53.21856903,6.5671962
Groningen,Ten Boer,53.21856903,6.5671962
Groningen,Ten Post,53.21856903,6.5671962
Groningen,Thesinge,53.21856903,6.5671962
Groningen,Winneweer,53.21856903,6.5671962
Groningen,Woltersum,53.21856903,6.5671962
Gulpen-Wittem,Beutenaken,50.8154818,5.88838856
Gulpen-Wittem,Elkenrade,50.8154818,5.88838856
Gulpen-Wittem,Epen,50.8154818,5.88838856
Gulpen-Wittem,Eys,50.8154818,5.88838856
Gulpen-Wittem,Gulpen,50.8154818,5.88838856
